ID,url,role,topic,title,sap_module,description,lastUpdated,sapHelpLink
78787878-7878-4878-a878-787878787878,https://learning.sap.com/bapi-development,Developer,Development,BAPI Development,ABAP,Business Application Programming Interface development,2026-01-30T00:00:00Z,https://help.sap.com/docs/bapi
dddddddd-dddd-4ddd-addd-dddddddddddd,https://learning.sap.com/cds-modeling,Developer,Development,CDS View Modeling,ABAP,Create and optimize Core Data Services views for analytics,2026-01-28T00:00:00Z,https://help.sap.com/docs/cds
f6c46bcc-e510-4580-9dfd-896950c68e18,https://learning.sap.com/courses/cds-views-in-abap,Developer,Development,CDS Views in ABAP,ABAP,"Core Data Services views, annotations, and analytical queries",2026-02-15T00:00:00Z,https://help.sap.com/docs/cds
71c3e616-ede0-487b-81b4-af5130bf3f98,https://learning.sap.com/courses/clean-core-in-sap-s-4hana-cloud,Developer,Development,Clean Core in SAP S/4HANA Cloud,ABAP,"Clean core principles, key user extensibility, and developer extensibility",2026-02-15T00:00:00Z,https://help.sap.com/docs/abap
7619a347-3796-41eb-bae8-3a66efc055c9,https://learning.sap.com/learning-journeys/discover-abap-cloud-development,Developer,Development,Discover ABAP Cloud Development,ABAP,"ABAP Cloud, RAP, CDS views, and clean core development",2026-02-15T00:00:00Z,https://help.sap.com/docs/abap
2bb92388-7142-4ec5-8608-a527b4e6c29c,https://learning.sap.com/courses/fiori-elements-in-sap-s-4hana,Developer,Development,Fiori Elements in SAP S/4HANA,UI_UX,Build SAP Fiori apps using annotations and Fiori Elements templates,2026-02-15T00:00:00Z,https://help.sap.com/docs/fiori-elements
12121212-1212-4212-a212-121212121212,https://learning.sap.com/fiori-launchpad,Developer,Development,Fiori Launchpad Configuration,UI_UX,Configure and customize SAP Fiori Launchpad,2026-01-27T00:00:00Z,https://help.sap.com/docs/flp
eeeeeeee-eeee-4eee-aeee-eeeeeeeeeeee,https://learning.sap.com/odata-services,Developer,Development,OData Service Development,ABAP,Build and expose OData V2/V4 services in S/4HANA,2026-01-28T00:00:00Z,https://help.sap.com/docs/odata
33333333-3333-4333-a333-333333333333,https://learning.sap.com/rap-development,Developer,Development,RAP Development Guide,ABAP,Build Fiori apps using RESTful ABAP Programming model,2026-02-02T00:00:00Z,https://help.sap.com/docs/rap
58feb16d-c415-4480-b716-4ea842196f79,https://learning.sap.com/courses/rap-development-in-sap-s-4hana,Developer,Development,RAP Development in SAP S/4HANA,ABAP,RESTful ABAP Programming model for Fiori apps,2026-02-15T00:00:00Z,https://help.sap.com/docs/rap
34343434-3434-4434-a434-343434343434,https://learning.sap.com/forms-adobe,Developer,Development,SAP Adobe Forms,ABAP,Design and develop interactive Adobe forms,2026-01-28T00:00:00Z,https://help.sap.com/docs/forms
11111111-1111-4111-a111-111111111111,https://learning.sap.com/fiori-fundamentals,Developer,Development,SAP Fiori Fundamentals,UI_UX,Master SAP Fiori design principles and best practices for building intuitive user interfaces,2026-02-01T00:00:00Z,https://help.sap.com/docs/fiori
eac7ff9c-6c8c-4d86-9198-5a4b54ae6e66,https://learning.sap.com/courses/sap-s4hana-cloud-extensibility,Developer,Development,SAP S/4HANA Cloud Extensibility,ABAP,In-app and side-by-side extensions for S/4HANA Cloud,2026-02-15T00:00:00Z,https://help.sap.com/docs/abap
45454545-4545-4545-a545-454545454545,https://learning.sap.com/smartforms,Developer,Development,SAP Smart Forms,ABAP,Create business documents with Smart Forms,2026-01-28T00:00:00Z,https://help.sap.com/docs/smartforms
23232323-2323-4323-a323-232323232323,https://learning.sap.com/workflow,Developer,Development,SAP Workflow Development,ABAP,Business workflow configuration and development,2026-01-27T00:00:00Z,https://help.sap.com/docs/workflow
44444444-4444-4444-a444-444444444444,https://learning.sap.com/ui5-essentials,Developer,Development,SAPUI5 Essentials,UI_UX,Complete SAPUI5 framework training for enterprise applications,2026-02-02T00:00:00Z,https://help.sap.com/docs/ui5
bd142b28-4075-498a-9460-0ba91503cc92,https://learning.sap.com/courses/sapui5-fundamentals,Developer,Development,SAPUI5 Fundamentals,UI_UX,"SAPUI5 framework, controls, data binding, and MVC architecture",2026-02-15T00:00:00Z,https://help.sap.com/docs/ui5
a1a1a1a1-a1a1-41a1-a1a1-a1a1a1a1a1a1,https://learning.sap.com/webdynpro,Developer,Development,Web Dynpro ABAP,ABAP,Web application development with Web Dynpro,2026-01-31T00:00:00Z,https://help.sap.com/docs/webdynpro
d2dcffd4-03d7-4be9-8aaa-d7ae94c3b8af,https://learning.sap.com/courses/accounts-payable-and-receivable-in-sap-s-4hana-cloud,Consultant,Finance,Accounts Payable and Receivable in SAP S/4HANA Cloud,FI_CO,"Vendor and customer invoice processing, payments, and dunning",2026-02-15T00:00:00Z,https://help.sap.com/docs/fi-co
9fedbbdc-595b-4ddf-a96c-7ca07a2ad7e3,https://learning.sap.com/courses/asset-accounting-processes,Consultant,Finance,Asset Accounting Processes,FI_CO,"Learn asset master data, acquisitions, depreciation runs, and retirement processes in S/4HANA",2026-02-15T00:00:00Z,https://help.sap.com/docs/fi-co
6184a9d4-a901-48c0-88dd-a0a8f2e64541,https://learning.sap.com/courses/bank-accounting-in-sap-s-4hana-cloud,Consultant,Finance,Bank Accounting in SAP S/4HANA Cloud,FI_CO,"Bank master data, electronic bank statements, and payment processing",2026-02-15T00:00:00Z,https://help.sap.com/docs/fi-co
6797d209-e027-443c-bf26-17d90fdbb635,https://learning.sap.com/courses/consolidation-processes-in-sap-s-4hana,Consultant,Finance,Consolidation Processes in SAP S/4HANA,FI_CO,Group reporting and consolidation postings in S/4HANA Cloud,2026-02-15T00:00:00Z,https://help.sap.com/docs/fi-co
67b75d77-1ad9-44f0-bca1-4ce99d109da7,https://learning.sap.com/courses/cost-center-accounting-in-sap-s-4hana,Consultant,Finance,Cost Center Accounting in SAP S/4HANA,FI_CO,"Cost center planning, postings, and allocations",2026-02-15T00:00:00Z,https://help.sap.com/docs/fi-co
95723481-801d-4ade-9a97-875d58c9dc89,https://learning.sap.com/courses/detailing-posting-control-allocations-and-settlement,Consultant,Finance,Detailing Posting Control Allocations and Settlement,FI_CO,"Overhead cost accounting: posting control, allocations, and settlement",2026-02-15T00:00:00Z,https://help.sap.com/docs/fi-co
81cd4716-1057-4b89-98e3-6eca2530dd5c,https://learning.sap.com/learning-journeys/discover-sap-s-4hana-cloud-public-edition-for-finance,Consultant,Finance,Discover SAP S/4HANA Cloud for Finance,FI_CO,End-to-end learning journey covering all finance processes in S/4HANA Cloud,2026-02-15T00:00:00Z,https://help.sap.com/docs/fi-co
2620b2c4-0b65-471d-a007-87ce5e2df634,https://learning.sap.com/learning-journeys/discovering-finance-in-sap-s-4hana,Consultant,Finance,Discovering Finance in SAP S/4HANA,FI_CO,Comprehensive introduction to Financial Accounting in S/4HANA,2026-02-15T00:00:00Z,https://help.sap.com/docs/fi-co
3f441f15-901d-42ca-b0a8-a6ae4fc38c9c,https://learning.sap.com/courses/financial-close-in-sap-s-4hana-cloud,Consultant,Finance,Financial Close in SAP S/4HANA Cloud,FI_CO,"Period-end closing activities, balance carryforward, and financial statements",2026-02-15T00:00:00Z,https://help.sap.com/docs/fi-co
208dd7ea-f93c-49f3-8659-fde2534acf6f,https://learning.sap.com/courses/general-ledger-accounting-in-sap-s-4hana-cloud,Consultant,Finance,General Ledger Accounting in SAP S/4HANA Cloud,FI_CO,"Chart of accounts, journal entries, and G/L accounting processes",2026-02-15T00:00:00Z,https://help.sap.com/docs/fi-co
f89295cc-f27f-4801-aaca-7f1648c20395,https://learning.sap.com/courses/localization-in-sap-s-4hana-cloud,Consultant,Finance,Localization in SAP S/4HANA Cloud,FI_CO,Country-specific legal requirements and localization settings,2026-02-15T00:00:00Z,https://help.sap.com/docs/fi-co
9f6f6b92-0c23-4d32-a451-c12ff59d4c78,https://learning.sap.com/courses/profitability-analysis-in-sap-s-4hana-cloud,Consultant,Finance,Profitability Analysis in SAP S/4HANA Cloud,FI_CO,Configure and run profitability analysis using margin analysis,2026-02-15T00:00:00Z,https://help.sap.com/docs/fi-co
c3c3c3c3-c3c3-43c3-a3c3-c3c3c3c3c3c3,https://learning.sap.com/co-controlling,Consultant,Finance,SAP CO Controlling,FI_CO,Cost center profit center and internal orders,2026-02-01T00:00:00Z,https://help.sap.com/docs/controlling
88888888-9999-4aaa-bbbb-cccccccccccc,https://learning.sap.com/concur-expense,Consultant,Finance,SAP Concur Expense,FI_CO,Travel and expense management in the cloud,2026-02-02T00:00:00Z,https://help.sap.com/docs/concur
d4d4d4d4-d4d4-44d4-a4d4-d4d4d4d4d4d4,https://learning.sap.com/asset-accounting,Consultant,Finance,SAP FI-AA Asset Accounting,FI_CO,Fixed asset management and depreciation,2026-02-02T00:00:00Z,https://help.sap.com/docs/asset
e5e5e5e5-e5e5-45e5-a5e5-e5e5e5e5e5e5,https://learning.sap.com/accounts-payable,Consultant,Finance,SAP FI-AP Accounts Payable,FI_CO,Vendor invoice processing and payment management,2026-02-02T00:00:00Z,https://help.sap.com/docs/ap
f6f6f6f6-f6f6-46f6-a6f6-f6f6f6f6f6f6,https://learning.sap.com/accounts-receivable,Consultant,Finance,SAP FI-AR Accounts Receivable,FI_CO,Customer invoice and dunning management,2026-02-03T00:00:00Z,https://help.sap.com/docs/ar
77777777-7777-4777-a777-777777777777,https://learning.sap.com/fico-fundamentals,Consultant,Finance,SAP FICO Fundamentals,FI_CO,Financial accounting and controlling configuration and processes,2026-02-04T00:00:00Z,https://help.sap.com/docs/fico
b2b2b2b2-b2b2-42b2-b2b2-b2b2b2b2b2b2,https://learning.sap.com/tr-treasury,Consultant,Finance,SAP TR Treasury,FI_CO,Treasury and cash management processes,2026-02-01T00:00:00Z,https://help.sap.com/docs/treasury
858baea0-8a0f-4d5d-bad3-a8fe1d90c741,https://learning.sap.com/learning-journeys/discover-sap-successfactors,Consultant,HR,Discover SAP SuccessFactors,HR,"Employee Central, talent management, payroll, and analytics",2026-02-15T00:00:00Z,https://help.sap.com/docs/successfactors
55555555-6666-4777-8888-999999999999,https://learning.sap.com/hr-payroll,Consultant,HR,SAP HCM Payroll,HR,Human capital management and payroll processing,2026-02-01T00:00:00Z,https://help.sap.com/docs/hcm
66666666-7777-4888-9999-aaaaaaaaaaaa,https://learning.sap.com/successfactors,Consultant,HR,SAP SuccessFactors Core,HR,Employee central and talent management in SuccessFactors,2026-02-01T00:00:00Z,https://help.sap.com/docs/successfactors
4c960aca-f885-4ad0-bb5c-c59753720601,https://learning.sap.com/courses/sap-successfactors-employee-central,Consultant,HR,SAP SuccessFactors Employee Central,HR,"Core HR: organizational management, employee data, and time off",2026-02-15T00:00:00Z,https://help.sap.com/docs/successfactors
2d812b0a-9441-475c-a55d-c5244ebd2e15,https://learning.sap.com/courses/sap-successfactors-recruiting,Consultant,HR,SAP SuccessFactors Recruiting,HR,"Job requisitions, candidate management, and offer letters",2026-02-15T00:00:00Z,https://help.sap.com/docs/successfactors
17d801bb-a6ec-4697-9220-4dc9be9edf2b,https://learning.sap.com/learning-journeys/discover-sap-integration-suite,Developer,Integration,Discover SAP Integration Suite,BTP,"Cloud Integration, API Management, Event Mesh, and Integration Advisor",2026-02-15T00:00:00Z,https://help.sap.com/docs/integration-suite
90909090-9090-4090-9090-909090909090,https://learning.sap.com/idoc-edi,Developer,Integration,IDoc & EDI Processing,ABAP,Intermediate document processing for data exchange,2026-01-31T00:00:00Z,https://help.sap.com/docs/idoc
89898989-8989-4989-8989-898989898989,https://learning.sap.com/rfc-integration,Developer,Integration,RFC & Integration,ABAP,Remote Function Call for system integration,2026-01-30T00:00:00Z,https://help.sap.com/docs/rfc
50b559bc-ec9c-41be-ad47-eaf12ba11b16,https://learning.sap.com/courses/sap-api-management,Developer,Integration,SAP API Management,BTP,"Create, publish, and manage APIs with API Management",2026-02-15T00:00:00Z,https://help.sap.com/docs/api-management
498184b6-ffe6-4469-82f0-689d63e2658d,https://learning.sap.com/courses/sap-cloud-integration,Developer,Integration,SAP Cloud Integration,BTP,Design and monitor integration flows in SAP Integration Suite,2026-02-15T00:00:00Z,https://help.sap.com/docs/integration-suite
61e1d3e0-cfaa-40da-86b1-206cdd59a63c,https://learning.sap.com/learning-journeys/discover-sap-build,Developer,Low-Code,Discover SAP Build,BTP,"Low-code/no-code development with SAP Build Apps, Process Automation, and Work Zone",2026-02-15T00:00:00Z,https://help.sap.com/docs/build
0cb870a6-9fcb-4593-a33d-b416ea4f2986,https://learning.sap.com/courses/sap-build-apps-getting-started,Developer,Low-Code,SAP Build Apps - Getting Started,BTP,Create business apps visually without coding using SAP Build Apps,2026-02-15T00:00:00Z,https://help.sap.com/docs/build-apps
0de30cb5-de10-4f2b-97bc-4af4e0561923,https://learning.sap.com/courses/sap-build-process-automation,Developer,Low-Code,SAP Build Process Automation,BTP,"Automate business processes with workflows, decisions, and RPA bots",2026-02-15T00:00:00Z,https://help.sap.com/docs/build-process-automation
1f573fa4-271e-4aa7-abcc-00196db6caec,https://learning.sap.com/courses/sap-build-work-zone,Developer,Low-Code,SAP Build Work Zone,BTP,"Digital workplace with business sites, workspaces, and integrated apps",2026-02-15T00:00:00Z,https://help.sap.com/docs/build-work-zone
ef8618a2-570d-434a-807e-a7048fed8f6c,https://learning.sap.com/learning-journeys/discover-sap-s-4hana-cloud-public-edition-for-manufacturing,Consultant,Manufacturing,Discover SAP S/4HANA Cloud for Manufacturing,PP,Complete manufacturing learning journey,2026-02-15T00:00:00Z,https://help.sap.com/docs/pp
22a4f26c-8223-4f1a-a3f5-d6a03a1c4cba,https://learning.sap.com/courses/manufacturing-execution-in-sap-s-4hana-cloud,Consultant,Manufacturing,Manufacturing Execution in SAP S/4HANA Cloud,PP,"Shop floor control, production confirmations, and backflushing",2026-02-15T00:00:00Z,https://help.sap.com/docs/pp
45678901-4567-4901-a567-890145678901,https://learning.sap.com/mrp-planning,Consultant,Manufacturing,PP MRP Planning,PP,Material requirements planning and procurement,2026-02-05T00:00:00Z,https://help.sap.com/docs/mrp
56789012-5678-4012-a678-901256789012,https://learning.sap.com/shop-floor,Consultant,Manufacturing,PP Shop Floor Control,PP,Production orders and manufacturing execution,2026-02-05T00:00:00Z,https://help.sap.com/docs/shopfloor
aaaaaaaa-aaaa-4aaa-aaaa-aaaaaaaaaaaa,https://learning.sap.com/pp-production,Consultant,Manufacturing,SAP PP Production Planning,PP,Production planning and manufacturing execution processes,2026-02-05T00:00:00Z,https://help.sap.com/docs/pp
2dbd8f5b-75fe-446b-a04f-c8c3a282bce0,https://learning.sap.com/learning-journeys/discover-sap-signavio,Developer,Process Mining,Discover SAP Signavio,BTP,"Process mining, process management, and process intelligence",2026-02-15T00:00:00Z,https://help.sap.com/docs/signavio
645f7c40-a982-4545-9bcd-c73e6d953f82,https://learning.sap.com/courses/sap-signavio-process-insights,Developer,Process Mining,SAP Signavio Process Insights,BTP,Analyze and optimize business processes with process mining,2026-02-15T00:00:00Z,https://help.sap.com/docs/signavio
5011c744-c7b5-455b-bb05-a50b48d35b09,https://learning.sap.com/learning-journeys/discover-sap-ariba,Consultant,Procurement,Discover SAP Ariba,MM,"Cloud procurement: sourcing, contracts, and supplier management",2026-02-15T00:00:00Z,https://help.sap.com/docs/ariba
f8def427-a42e-44ca-9b79-4a91b1658987,https://learning.sap.com/learning-journeys/discover-sap-s-4hana-cloud-public-edition-for-sourcing-and-procurement,Consultant,Procurement,Discover SAP S/4HANA Cloud for Sourcing and Procurement,MM,Full procurement learning journey from sourcing to payment,2026-02-15T00:00:00Z,https://help.sap.com/docs/mm
e9712357-d204-4e20-8df4-bd2f8e55cec9,https://learning.sap.com/courses/inventory-management-in-sap-s-4hana-cloud,Consultant,Procurement,Inventory Management in SAP S/4HANA Cloud,MM,"Goods movements, stock overview, and inventory valuation",2026-02-15T00:00:00Z,https://help.sap.com/docs/mm
9ad407d3-adee-4076-9519-b73f4d11bbb1,https://learning.sap.com/courses/invoice-verification-in-sap-s-4hana-cloud,Consultant,Procurement,Invoice Verification in SAP S/4HANA Cloud,MM,Logistics invoice verification and three-way matching,2026-02-15T00:00:00Z,https://help.sap.com/docs/mm
34567890-3456-4890-a456-789034567890,https://learning.sap.com/inventory-management,Consultant,Procurement,MM Inventory Management,MM,Stock movements and inventory valuation,2026-02-04T00:00:00Z,https://help.sap.com/docs/inventory
3ba0f2e6-4c04-4997-8b08-0c99b4675483,https://learning.sap.com/courses/purchasing-in-sap-s-4hana,Consultant,Procurement,Purchasing in SAP S/4HANA,MM,"Purchasing processes: purchase requisitions, purchase orders, and goods receipt",2026-02-15T00:00:00Z,https://help.sap.com/docs/mm
77777777-8888-4999-aaaa-bbbbbbbbbbbb,https://learning.sap.com/ariba-procurement,Consultant,Procurement,SAP Ariba Procurement,MM,Cloud-based procurement and supplier management,2026-02-02T00:00:00Z,https://help.sap.com/docs/ariba
88888888-8888-4888-8888-888888888888,https://learning.sap.com/mm-procurement,Consultant,Procurement,SAP MM Material Management,MM,Materials management and procurement business processes,2026-02-04T00:00:00Z,https://help.sap.com/docs/mm
67cfa236-12b4-48c2-9d21-e7ab58e84be9,https://learning.sap.com/courses/project-management-in-sap-s-4hana-cloud,Consultant,Professional Services,Project Management in SAP S/4HANA Cloud,PS,"Project planning, resource management, and time recording",2026-02-15T00:00:00Z,https://help.sap.com/docs/ps
44444444-5555-4666-a777-888888888888,https://learning.sap.com/ps-project,Consultant,Professional Services,SAP PS Project Systems,PM,Project planning execution and controlling processes,2026-01-31T00:00:00Z,https://help.sap.com/docs/ps
2668344f-21d8-429a-98fd-76c15493346b,https://learning.sap.com/courses/complaint-handling-in-sap-s-4hana-cloud,Consultant,Sales,Complaint Handling in SAP S/4HANA Cloud,SD,"Returns, credit/debit memos, and complaint management processes",2026-02-15T00:00:00Z,https://help.sap.com/docs/sd
