id,url,role,Topic,title,module,description,lastUpdated,sapHelpLink
15,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_9F40077DA609FB1,"Master Data Specialist - Business Partner Data,Accounts Receivable Accountant,Accounts Receivable Manager",Accounts Receivable,Accounts Receivable,Finance - Accounts Receivable (FI-AR),Manage the invoices created automatically by your sales processes. (Open receivables.),2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
16,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_73E49D9101AE68AB,End User,Activation of SAP Best Practices with Solution Builder,Activation of SAP Best Practices with Solution Builder,General,"Import reference content, create a customer solution, and activate it automatically.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
17,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_58ABEDF27CD64483,Shipping Specialist,Adding Delivery Items to Pallets,Adding Delivery Items to Pallets,Logistics - Shipping (LE-SHP),Add pallets to the delivery document.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
18,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_E3660BFCCDCB578F,Shipping Specialist,Adding Freight Costs,Adding Freight Costs,Logistics - Shipping (LE-SHP),Add freight costs to a delivery.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
19,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_1546EE97BC6A4B84,Production Supervisor - Repetitive Manufacturing,Adjusting Planning in a Planning Table,Adjusting Planning in a Planning Table,Production (PP),Plan the production of materials on production lines.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
20,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_7BA764AE0CC66990,"Order Fulfillment Manager ,Order Fulfillment Specialist ,Order Fulfillment Manager,Internal Sales Representative",Advanced Available-to-Promise Processing,Advanced Available-to-Promise Processing,Sales (SD),Use Advanced Available-to-Promise (aATP) for individual material-plant combinations and for sales orders created in the Sell from Stock scenario.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
21,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_4855C6ADF5D06AA6,"Accounts Payable Accountant,Cash Manager,Cash Management Specialist,Configuration Expert - Business Process Configuration",Advanced Cash Operations,Advanced Cash Operations,Finance - Accounts Payable (FI-AP),View actual cash positions and short-term cash forecasts. View details on line items and detailed transactions. Make bank transfers and track the status.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
22,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_4335B3A8D71866A4,"Credit Controller ,Credit Controller",Advanced Credit Management,Advanced Credit Management,Controlling (CO),Manage and calculate credit limits for customers automatically based on formulas.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
23,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_6A59FEDA6F609DBF,Shipping Specialist,Advanced Picking and Posting Goods Issues,Advanced Picking and Posting Goods Issues,Logistics - Shipping (LE-SHP),Create pick and post a goods issue in advance for supply chain.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
24,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_BC09D7B2432D52B2,Shipping Specialist,Advanced Picking and Posting Goods Issues (BMK),Advanced Picking and Posting Goods Issues (BMK),Logistics - Shipping (LE-SHP),Complete Pick and post a goods issue in a supply chain in advance.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
25,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_84F05B9F70A142B1,Cash Manager,Analyzing Cash Flows,Analyzing Cash Flows,General,"View the aggregated amounts and line item details of cash positions, medium and long-term liquidity forecasts, and actual cash flows.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
26,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_C3BB11B0C5010E92,Cost Accountant - Production,Analyzing Costs by Work Center/Operation,Analyzing Costs by Work Center/Operation,Finance - General Ledger (FI-GL),View planned and actual debit lists in table and chart form.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
27,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_F04676376D91BF8F,General Ledger Accountant,Analyzing Credit Loss Allowances,Analyzing Credit Loss Allowances,Finance - General Ledger (FI-GL),"Analyze the reconciliation of the loss allowance for receivables. A table shows the changes during the period, using a simplified Expected Credit Loss model.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
28,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_D0E128E8B9B988AB,Inventory Manager,Analyzing Dead Stock,Analyzing Dead Stock,Inventory Management (MM-IM),Display materials that have not been consumed or posted in a specified number of days.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
29,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_2CB392EBD482F098,Sales Manager,Analyzing Incoming Sales Orders,Analyzing Incoming Sales Orders,Sales (SD),The purpose is to gain an understanding of the monthly rolling trend of incoming sales orders.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
30,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_B6B1D803169D6EA3,Cost Accountant - Production,Analyzing Order Actuals,Analyzing Order Actuals,Finance - General Ledger (FI-GL),View a service order and analyze the order actuals.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
31,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_1436613A7C4ABA96,Inventory Manager,Analyzing Physical Inventory,Analyzing Physical Inventory,Inventory Management (MM-IM),Carry out physical inventory analysis.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
32,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_8E704ED3706C908F,Cost Accountant - Sales,Analyzing Realignment Results,Analyzing Realignment Results,Finance - General Ledger (FI-GL),Run the Display Realignments Profitability Realignment report to view the monetary amount of all realignments as well as all related journal entry items.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
33,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_F7BD668B5D07D883,Cost Accountant - Production,Analyzing Variances,Analyzing Variances,Finance - General Ledger (FI-GL),Analyze variances in production orders.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
34,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_3D114E533BB3809A,Credit Controller,Approving Credit Limit Requests,Approving Credit Limit Requests,Controlling (CO),Process and approve a credit limit request.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
35,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_96CEADCB69BE7B6,Sales Manager,Approving Credit Memo Requests (BKL),Approving Credit Memo Requests (BKL),Sales (SD),Review a sales quotation as release it as approved.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
36,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_2257B2ADD82EAAA4,Employee,Approving Legal Transactions,Approving Legal Transactions,Human Capital Management (HCM),Approve legal transactions in the business workflow.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
37,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_5FDCB61D1D4D1680,Purchasing Manager,Approving Purchase Orders,Approving Purchase Orders,General,Review a purchase order and approve it in procurement of services.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
38,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_3BE93B204D0CF8C,Purchasing Manager,Approving Purchase Orders (BNX),Approving Purchase Orders (BNX),General,Approve a purchase order and decide which POs need approval.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
39,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_FA19E56FD632D82,Purchasing Manager,Approving Purchase Orders (J45),Approving Purchase Orders (J45),General,Approve or release a purchase order.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
40,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_7B3CA0D38B1222BF,Manager,Approving Purchase Requisitions,Approving Purchase Requisitions,General,Release purchase requisitions.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
41,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_3D07F4FBC175BEB4,Project Manager - Commercial Services,Approving Service Entry Sheets,Approving Service Entry Sheets,General,Review a service entry sheet and approve it in procurement of services.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
42,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_C78E2C2B95E12B83,Administrator,Approving Verified General Journal Entries,Approving Verified General Journal Entries - For Processor (Inbox) (J58),Configuration / Basis,You receive general ledger account documents that need to be approved before final posting. Approve the general journal entries you received.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
43,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_4B9B2C0C3CC5D2AC,"Asset Accountant,Purchaser,Warehouse Clerk,Accounts Payable Accountant",Asset Accounting,Asset Accounting,Finance - Asset Accounting (FI-AA),Manage and document fixed asset transactions in detail.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
44,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_1A36465E999D88A7,Asset Accountant,Asset Accounting- Group Ledger IFRS,Asset Accounting- Group Ledger IFRS,Finance - Asset Accounting (FI-AA),"Asset Accounting is a subsidiary ledger of the general ledger and is used to manage, document and update fixed asset transactions in detail.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
45,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_93B32DC371CDFB9E,"Asset Accountant,Asset Accountant",Asset Under Construction,Asset Under Construction,Finance - Asset Accounting (FI-AA),Acquire assets for constructed assets and monitor them until the construction is finished.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
46,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_F35DF89D4B5A90B7,Asset Accountant,Asset Under Construction,Asset Under Construction - Group Ledger IFRS,Finance - Asset Accounting (FI-AA),Learn about Assets under Construction (AuC). Assign actual postings to the AuC and transfer the completed asset to the final fixed asset.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
47,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_1E0D3208CC320DAA,Credit Controller,Assigning Credit Cases,Assigning Credit Cases,Controlling (CO),Review a sales order. Assign a credit analyst and person responsible for cases.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
48,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_BC7212FCC274F8A4,Credit Controller,Assigning Credit Cases (1QM),Assigning Credit Cases (1QM),Controlling (CO),Review blocked sales orders and assign a credit analyst or a person responsible to a credit case.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
49,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_8F583C552E8403A5,Design Engineer,Assigning Object Link Metadata,Assigning Object Link Metadata,General,Assign the document to a business object.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
50,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_8BDD69D690F420B1,Cash Specialist,Automating Reprocessing Rules,Automating Reprocessing Rules,General,Automate reprocessing rules to run in the background and process your bank statement items automatically.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
51,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_B677EA59421A0EAF,Cash Management Specialist,Bank Integration with File Interface,Bank Integration with File Interface,Treasury (TR),Download payment files for outgoing payments generated by SAP S/4HANA. Upload the files for payment processing.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
52,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_312C5A2BF36B9BB8,"Cash Management Specialist,Cash Management Specialist ,Configuration Expert - Business Process Configuration, Bank Integration Specialist",Bank Integration with SAP Multi-Bank Connectivity,Bank Integration with SAP Multi-Bank Connectivity,Configuration / Basis,"Connect to your banks to send payment instructions, receive status notifications, and receive bank statements.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
53,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_7C7025E986DFD382,Internal Sales Representative,Basic Available-to-Promise Processing,Basic Available-to-Promise Processing,Sales (SD),Schedule and monitor a backorder processing (BOP) run.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
54,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_1D91888BC2A1FA86,"Cash Management Specialist,Configuration Expert - Business Process Configuration,Administrator, Cash Management Specialist,Accounts Payable Accountant",Basic Bank Account Management,Basic Bank Account Management,Finance - Accounts Payable (FI-AP),Manage bank account master data with basic cash management and direct revision activate.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
55,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_1445BD15F9201F83,Cash Management Specialist,Basic Cash Operations,Basic Cash Operations,Treasury (TR),Manage bank statements and perform bank account reconciliation.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
56,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_DE274BCE452E94A1,Quality Technician,Batch Information Cockpit,Batch Information Cockpit - Changing Batch Selection,Quality Management (QM),Change batch selection in the Batch Information Cockpit,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
57,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_887C669D5EF92D8C,Quality Technician,Batch Information Cockpit,Batch Information Cockpit - Selecting a Batch,Quality Management (QM),Select a batch in the Batch Information Cockpit,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
58,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_8ECE27CD72F1ACAC,Quality Technician,Batch Information Cockpit: Top-Down and Bottom-Up Analysis,Batch Information Cockpit: Top-Down and Bottom-Up Analysis,Quality Management (QM),Perform top-down and bottom-up analysis in the Batch Information Cockpit,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
59,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_8DD166A43F071089,Quality Technician,Batch Management,Batch Management,Quality Management (QM),"Batch Management incorporates the entire logistics process, from procurement to sales. It is closely linked with classification, but can also be used without classification. It is defined as tagging a produced or procured material with a unique 10 digit alphanumeric code.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
60,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_50C8D45C1C6FBF8B,Billing Clerk,Billing Customers,Billing Customers,Sales - Billing (SD-BIL),Generate an invoice and view the generated document.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
61,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_9D9A61C67B02BAAB,General Ledger Accountant,Calculating Credit Risk Based Impairments,Calculating Credit Risk Based Impairments,Finance - General Ledger (FI-GL),Expected credit loss models are calculated using a provision matrix. Periodically perform a valuation run to calculate the bad debt expense posting for overdue items.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
62,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_FCADBC35317CF1AF,Cost Accountant - Production,"Calculating Production, Process Orders, and Product Cost Collector Variances","Calculating Production, Process Orders, and Product Cost Collector Variances",Finance - General Ledger (FI-GL),"Calculate production, process orders, and product cost collector variances.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
63,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_B0D553B358EA5599,Cost Accountant - Production,Calculating Work in Process,Calculating Work in Process,Finance - General Ledger (FI-GL),Calculate the work in process for partially delivered production orders or for fully delivered production orders.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
64,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_EC16C845F83C02BD,Accounts Receivable Accountant,Cash Application Integration,Cash Application Integration,Finance - Accounts Receivable (FI-AR),Improve the cash application process by automating the labor-intense process of clearing incoming bank payments with corresponding receivable invoices.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
65,https://education.hana.ondemand.com/education/pub/s4/index.html?show=slide!SL_995CD19DDD85D199,Employee - Procurement,Central Processing of Purchasing Requisitions,Central Processing of Purchasing Requisitions,Procurement (MM-PUR),"Create a purchase requisition, create a confirmation for a purchase requisition, create a return delivery.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
66,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_6311AF37A7EB6892,BOM Engineer,Changing a BOM Using a Change Master,Changing a BOM Using a Change Master,Production (PP),Change a bill of material by using a change master and view the amended BOM.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
67,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_E19F7B00B1C4D699,General Ledger Accountant,Changing Actual General Ledger Distribution Cycles,Changing Actual General Ledger Distribution Cycles,Finance - General Ledger (FI-GL),Change header data and segment data of the actual general ledger distribution cycles.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
68,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_9D5167168C03448A,Accounts Payable Accountant,Changing Bank Chains,Changing Bank Chains,Finance - Accounts Payable (FI-AP),Make updates to a bank chain.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
69,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_FBC242BB8414C890,Inventory Accountant,Changing Material Costs,Changing Material Costs,Finance - General Ledger (FI-GL),Update the prices of single materials with immediate effect.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
70,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_DB9E45BF81862BAE,BOM Engineer - Customer Order,Changing Order BOM for Sales Orders,Changing Order BOM for Sales Orders,Production (PP),Create a BOM for a sales order and maintain the BOM according to the customer's requirement.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
71,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_3C4956ECB86E6B82,Purchaser,Changing Purchase Orders (BNX),Changing Purchase Orders (BNX),Procurement (MM-PUR),Change the details of an existing purchase order.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
72,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_B1183E43D441D38F,Returns and Refund Clerk,Changing Return Orders,Changing Return Orders,Sales - Returns (SD-RET),"Reject a return order, refund a customer, and return material for inspection.",2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
73,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_E8663FE847EF4D90,Internal Sales Representative,Changing Sales Inquiries,Changing Sales Inquiries,Sales (SD),Update a sales inquiry.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
74,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_C9F96AD5F354EA80,Internal Sales Representative,Changing Sales Quotations,Changing Sales Quotations,Sales (SD),Update a sales quotation.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
75,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_B71F9BB84291F182,Quality Technician,Changing Storage Locations for Quality Stock,Changing Storage Locations for Quality Stock,Quality Management (QM),Change the storage location for quality stock with reference to the inspection lot.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
76,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_DF98779C784DD797,Accounts Payable and Receivable Accountant (FI-CA),Checking Account Balances,Checking Account Balances,Finance - Accounts Payable (FI-AP),Business partner's detailed account balance can be checked.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
77,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_6E5C378BCB2F338A,Internal Sales Representative,Checking Availability for a Sales Order,Checking Availability for a Sales Order,Sales (SD),Check if the deletion of an Available-to-Promise (ATP) results log is possible. Schedule the deletion of an ATP results log.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
78,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_BD0A1DDB805824A4,Accounts Payable Accountant,Checking Bank Chain Information in Business Partners,Checking Bank Chain Information in Business Partners,Finance - Accounts Payable (FI-AP),Check intermediary bank information in business partner accounts.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
79,https://education.hana.ondemand.com/education/pub/s4/index.html?show=project!PR_58EE06CDC6E01E80,Billing Clerk,Checking Business Volume,Checking Business Volume,Sales - Billing (SD-BIL),Check the business volume of a condition contract.,2026-02-27,https://help.sap.com/docs/SAP_S4HANA_ON-PREMISE?version=2022
